,B01001001 - error,B01001001 - count,B01001002 - error,B01001002 - count,B01001003 - error,B01001003 - count,B01001004 - error,B01001004 - count,B01001005 - error,B01001005 - count,B01001006 - error,B01001006 - count,B01001007 - error,B01001007 - count,B01001008 - error,B01001008 - count,B01001009 - error,B01001009 - count,B01001010 - error,B01001010 - count,B01001011 - error,B01001011 - count,B01001012 - error,B01001012 - count,B01001013 - error,B01001013 - count,B01001014 - error,B01001014 - count,B01001015 - error,B01001015 - count,B01001016 - error,B01001016 - count,B01001017 - error,B01001017 - count,B01001018 - error,B01001018 - count,B01001019 - error,B01001019 - count,B01001020 - error,B01001020 - count,B01001021 - error,B01001021 - count,B01001022 - error,B01001022 - count,B01001023 - error,B01001023 - count,B01001024 - error,B01001024 - count,B01001025 - error,B01001025 - count,B01001026 - error,B01001026 - count,B01001027 - error,B01001027 - count,B01001028 - error,B01001028 - count,B01001029 - error,B01001029 - count,B01001030 - error,B01001030 - count,B01001031 - error,B01001031 - count,B01001032 - error,B01001032 - count,B01001033 - error,B01001033 - count,B01001034 - error,B01001034 - count,B01001035 - error,B01001035 - count,B01001036 - error,B01001036 - count,B01001037 - error,B01001037 - count,B01001038 - error,B01001038 - count,B01001039 - error,B01001039 - count,B01001040 - error,B01001040 - count,B01001041 - error,B01001041 - count,B01001042 - error,B01001042 - count,B01001043 - error,B01001043 - count,B01001044 - error,B01001044 - count,B01001045 - error,B01001045 - count,B01001046 - error,B01001046 - count,B01001047 - error,B01001047 - count,B01001048 - error,B01001048 - count,B01001049 - error,B01001049 - count,B03002001 - error,B03002001 - count,B03002002 - error,B03002002 - count,B03002003 - error,B03002003 - count,B03002004 - error,B03002004 - count,B03002005 - error,B03002005 - count,B03002006 - error,B03002006 - count,B03002007 - error,B03002007 - count,B03002008 - error,B03002008 - count,B03002009 - error,B03002009 - count,B03002010 - error,B03002010 - count,B03002011 - error,B03002011 - count,B03002012 - error,B03002012 - count,B03002013 - error,B03002013 - count,B03002014 - error,B03002014 - count,B03002015 - error,B03002015 - count,B03002016 - error,B03002016 - count,B03002017 - error,B03002017 - count,B03002018 - error,B03002018 - count,B03002019 - error,B03002019 - count,B03002020 - error,B03002020 - count,B03002021 - error,B03002021 - count
170318024022,256.0,1165.0,198.0,663.0,28.0,26.0,35.0,28.0,67.0,54.0,13.0,7.0,33.0,26.0,11.0,0.0,11.0,0.0,11.0,0.0,43.0,34.0,29.0,24.0,14.0,10.0,33.0,35.0,18.0,12.0,36.0,38.0,30.0,56.0,18.0,12.0,26.0,35.0,19.0,19.0,37.0,57.0,32.0,42.0,37.0,64.0,41.0,42.0,32.0,42.0,90.0,502.0,17.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,17.0,18.0,12.0,23.0,31.0,35.0,36.0,21.0,19.0,34.0,35.0,17.0,15.0,24.0,23.0,24.0,28.0,29.0,48.0,30.0,37.0,25.0,26.0,24.0,29.0,46.0,78.0,23.0,43.0,18.0,15.0,256.0,1165.0,164.0,1024.0,148.0,955.0,11.0,0.0,11.0,0.0,75.0,69.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,175.0,141.0,175.0,141.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318027012,406.0,1460.0,278.0,779.0,109.0,137.0,66.0,43.0,63.0,52.0,25.0,22.0,64.0,50.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,47.0,55.0,77.0,101.0,18.0,19.0,39.0,38.0,36.0,35.0,65.0,85.0,46.0,52.0,11.0,0.0,22.0,13.0,27.0,17.0,22.0,14.0,27.0,46.0,11.0,0.0,11.0,0.0,172.0,681.0,71.0,66.0,37.0,31.0,39.0,46.0,29.0,17.0,29.0,26.0,11.0,0.0,36.0,30.0,11.0,0.0,11.0,0.0,61.0,57.0,56.0,71.0,15.0,9.0,43.0,58.0,44.0,47.0,48.0,59.0,41.0,35.0,19.0,12.0,11.0,0.0,11.0,0.0,26.0,30.0,25.0,15.0,11.0,0.0,66.0,72.0,406.0,1460.0,247.0,1208.0,247.0,915.0,11.0,0.0,11.0,0.0,205.0,260.0,11.0,0.0,40.0,23.0,19.0,10.0,11.0,0.0,19.0,10.0,339.0,252.0,334.0,237.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,23.0,15.0,11.0,0.0,11.0,0.0,11.0,0.0
170318027013,205.0,791.0,93.0,330.0,27.0,19.0,24.0,15.0,26.0,19.0,11.0,0.0,11.0,0.0,15.0,5.0,11.0,0.0,11.0,0.0,24.0,15.0,20.0,13.0,18.0,11.0,58.0,48.0,31.0,28.0,19.0,8.0,33.0,45.0,26.0,16.0,11.0,0.0,18.0,12.0,24.0,16.0,24.0,15.0,20.0,12.0,11.0,0.0,36.0,33.0,133.0,461.0,20.0,11.0,59.0,48.0,26.0,20.0,29.0,27.0,10.0,3.0,11.0,0.0,15.0,5.0,11.0,0.0,36.0,31.0,62.0,73.0,11.0,0.0,22.0,14.0,37.0,37.0,33.0,30.0,25.0,16.0,43.0,52.0,11.0,0.0,18.0,12.0,25.0,16.0,24.0,15.0,26.0,18.0,11.0,0.0,37.0,33.0,205.0,791.0,207.0,777.0,196.0,716.0,11.0,0.0,11.0,0.0,90.0,61.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,24.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,24.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318027014,419.0,2180.0,264.0,1098.0,84.0,88.0,25.0,22.0,110.0,113.0,37.0,22.0,40.0,28.0,11.0,0.0,11.0,0.0,24.0,15.0,74.0,79.0,11.0,0.0,50.0,72.0,67.0,100.0,55.0,116.0,49.0,46.0,63.0,83.0,25.0,16.0,50.0,61.0,92.0,122.0,26.0,16.0,25.0,15.0,28.0,25.0,52.0,35.0,33.0,24.0,220.0,1082.0,69.0,61.0,25.0,14.0,39.0,35.0,28.0,35.0,23.0,21.0,26.0,16.0,60.0,41.0,30.0,20.0,74.0,67.0,43.0,55.0,68.0,95.0,28.0,31.0,47.0,87.0,85.0,90.0,56.0,78.0,42.0,43.0,58.0,52.0,51.0,49.0,35.0,31.0,39.0,42.0,35.0,31.0,79.0,88.0,11.0,0.0,419.0,2180.0,383.0,2016.0,343.0,1510.0,11.0,0.0,22.0,13.0,289.0,493.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,149.0,164.0,149.0,164.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318221013,235.0,865.0,143.0,438.0,18.0,11.0,53.0,47.0,32.0,30.0,19.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,18.0,8.0,61.0,48.0,21.0,19.0,63.0,83.0,20.0,19.0,53.0,49.0,18.0,15.0,11.0,0.0,38.0,30.0,16.0,14.0,36.0,30.0,15.0,9.0,11.0,0.0,15.0,15.0,11.0,0.0,128.0,427.0,11.0,0.0,31.0,28.0,36.0,39.0,15.0,9.0,16.0,9.0,11.0,0.0,11.0,0.0,24.0,24.0,11.0,0.0,16.0,11.0,32.0,43.0,30.0,27.0,21.0,19.0,11.0,0.0,23.0,30.0,15.0,10.0,29.0,42.0,11.0,7.0,11.0,0.0,41.0,33.0,36.0,25.0,41.0,41.0,27.0,30.0,235.0,865.0,226.0,837.0,234.0,764.0,70.0,73.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,37.0,28.0,37.0,28.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318221014,322.0,1302.0,170.0,595.0,11.0,0.0,21.0,15.0,59.0,75.0,47.0,61.0,13.0,8.0,11.0,0.0,9.0,6.0,34.0,34.0,51.0,63.0,21.0,19.0,58.0,42.0,60.0,57.0,38.0,57.0,29.0,36.0,29.0,43.0,36.0,23.0,12.0,8.0,11.0,7.0,11.0,7.0,18.0,15.0,10.0,6.0,15.0,13.0,11.0,0.0,213.0,707.0,67.0,46.0,64.0,54.0,49.0,68.0,26.0,24.0,12.0,6.0,11.0,0.0,21.0,13.0,10.0,6.0,39.0,55.0,29.0,32.0,71.0,72.0,35.0,50.0,28.0,17.0,32.0,51.0,42.0,79.0,16.0,11.0,37.0,25.0,18.0,19.0,11.0,0.0,11.0,7.0,42.0,56.0,10.0,6.0,14.0,10.0,322.0,1302.0,299.0,1146.0,303.0,1108.0,18.0,24.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,14.0,11.0,0.0,21.0,14.0,148.0,156.0,55.0,59.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,145.0,97.0,11.0,0.0,11.0,0.0,11.0,0.0
170318221021,299.0,1046.0,142.0,398.0,16.0,8.0,37.0,29.0,47.0,54.0,11.0,0.0,10.0,2.0,18.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,58.0,60.0,23.0,13.0,23.0,14.0,18.0,17.0,46.0,43.0,26.0,17.0,12.0,7.0,8.0,4.0,47.0,42.0,49.0,53.0,9.0,3.0,8.0,3.0,25.0,19.0,184.0,648.0,17.0,9.0,11.0,0.0,38.0,39.0,33.0,34.0,20.0,13.0,11.0,0.0,11.0,0.0,44.0,43.0,65.0,80.0,25.0,16.0,56.0,54.0,27.0,23.0,31.0,23.0,16.0,8.0,44.0,43.0,25.0,16.0,60.0,67.0,24.0,18.0,12.0,8.0,38.0,36.0,23.0,14.0,40.0,28.0,43.0,76.0,299.0,1046.0,259.0,794.0,208.0,427.0,144.0,214.0,11.0,0.0,67.0,40.0,11.0,0.0,11.0,0.0,153.0,113.0,11.0,0.0,153.0,113.0,210.0,252.0,166.0,137.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,161.0,115.0,11.0,0.0,11.0,0.0,11.0,0.0
170318221023,437.0,1419.0,205.0,652.0,67.0,46.0,11.0,0.0,24.0,15.0,24.0,15.0,11.0,0.0,11.0,0.0,26.0,15.0,84.0,65.0,42.0,46.0,23.0,14.0,71.0,49.0,30.0,20.0,80.0,74.0,53.0,67.0,69.0,63.0,11.0,0.0,15.0,9.0,26.0,16.0,32.0,21.0,89.0,80.0,26.0,18.0,27.0,18.0,2.0,1.0,279.0,767.0,38.0,33.0,66.0,73.0,15.0,9.0,16.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,80.0,61.0,112.0,86.0,120.0,150.0,22.0,13.0,28.0,18.0,25.0,29.0,37.0,28.0,110.0,108.0,36.0,29.0,11.0,0.0,30.0,18.0,43.0,47.0,25.0,16.0,44.0,40.0,11.0,0.0,11.0,0.0,437.0,1419.0,362.0,995.0,332.0,763.0,143.0,232.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,243.0,424.0,214.0,203.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,119.0,72.0,199.0,149.0,202.0,140.0,16.0,9.0
170318221024,394.0,952.0,176.0,390.0,23.0,14.0,34.0,30.0,21.0,13.0,36.0,29.0,11.0,0.0,11.0,0.0,11.0,0.0,31.0,21.0,100.0,83.0,77.0,50.0,37.0,31.0,21.0,12.0,35.0,22.0,50.0,41.0,11.0,0.0,22.0,12.0,11.0,0.0,11.0,0.0,11.0,0.0,25.0,15.0,26.0,17.0,11.0,0.0,11.0,0.0,337.0,562.0,22.0,14.0,82.0,60.0,28.0,17.0,76.0,47.0,33.0,27.0,31.0,20.0,11.0,0.0,23.0,13.0,20.0,14.0,25.0,15.0,32.0,27.0,17.0,10.0,99.0,73.0,48.0,38.0,83.0,92.0,11.0,0.0,11.0,0.0,21.0,13.0,25.0,15.0,25.0,15.0,37.0,35.0,27.0,17.0,11.0,0.0,394.0,952.0,180.0,410.0,164.0,243.0,117.0,131.0,11.0,0.0,25.0,16.0,11.0,0.0,32.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,414.0,542.0,160.0,141.0,11.0,0.0,11.0,0.0,28.0,17.0,11.0,0.0,379.0,349.0,56.0,35.0,11.0,0.0,56.0,35.0
170318222001,388.0,1853.0,244.0,1020.0,91.0,126.0,62.0,115.0,53.0,71.0,26.0,31.0,21.0,18.0,41.0,36.0,11.0,0.0,16.0,10.0,38.0,57.0,55.0,80.0,61.0,80.0,41.0,73.0,31.0,43.0,31.0,39.0,30.0,37.0,31.0,37.0,30.0,52.0,29.0,38.0,25.0,22.0,30.0,33.0,20.0,13.0,11.0,0.0,14.0,9.0,189.0,833.0,87.0,102.0,59.0,47.0,12.0,7.0,20.0,13.0,37.0,28.0,11.0,0.0,11.0,0.0,20.0,19.0,32.0,35.0,65.0,115.0,51.0,64.0,54.0,62.0,18.0,16.0,27.0,33.0,62.0,108.0,23.0,22.0,33.0,65.0,24.0,21.0,28.0,46.0,19.0,13.0,11.0,0.0,11.0,0.0,14.0,17.0,388.0,1853.0,236.0,1369.0,255.0,1312.0,66.0,44.0,11.0,0.0,20.0,13.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,295.0,484.0,176.0,182.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,193.0,205.0,174.0,97.0,101.0,56.0,73.0,41.0
170318222002,275.0,1306.0,177.0,739.0,36.0,42.0,21.0,24.0,51.0,94.0,55.0,95.0,20.0,14.0,14.0,9.0,23.0,22.0,11.0,0.0,22.0,19.0,35.0,43.0,67.0,80.0,11.0,7.0,50.0,68.0,24.0,32.0,13.0,9.0,17.0,11.0,34.0,50.0,19.0,12.0,24.0,22.0,71.0,63.0,18.0,12.0,17.0,11.0,11.0,0.0,150.0,567.0,34.0,35.0,17.0,16.0,73.0,94.0,20.0,17.0,21.0,27.0,14.0,10.0,14.0,9.0,11.0,0.0,11.0,0.0,21.0,21.0,58.0,92.0,11.0,0.0,33.0,46.0,40.0,49.0,31.0,39.0,54.0,44.0,20.0,12.0,11.0,0.0,11.0,0.0,34.0,46.0,11.0,0.0,17.0,10.0,11.0,0.0,275.0,1306.0,233.0,967.0,233.0,967.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,208.0,339.0,208.0,339.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318222003,181.0,819.0,109.0,398.0,10.0,6.0,24.0,15.0,20.0,22.0,29.0,28.0,11.0,0.0,11.0,0.0,33.0,24.0,45.0,61.0,24.0,20.0,10.0,5.0,11.0,0.0,15.0,12.0,43.0,42.0,22.0,24.0,38.0,49.0,21.0,24.0,20.0,18.0,11.0,0.0,26.0,22.0,19.0,13.0,11.0,0.0,20.0,13.0,11.0,0.0,107.0,421.0,18.0,14.0,20.0,12.0,20.0,12.0,17.0,10.0,12.0,8.0,11.0,0.0,11.0,0.0,15.0,15.0,54.0,65.0,10.0,6.0,11.0,0.0,34.0,37.0,22.0,20.0,45.0,62.0,33.0,43.0,14.0,8.0,21.0,19.0,20.0,12.0,11.0,0.0,25.0,23.0,27.0,23.0,22.0,21.0,16.0,11.0,181.0,819.0,178.0,784.0,167.0,695.0,53.0,33.0,11.0,0.0,24.0,21.0,11.0,0.0,11.0,0.0,39.0,35.0,11.0,0.0,39.0,35.0,56.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,25.0,16.0,30.0,19.0,30.0,19.0,11.0,0.0
170318223011,264.0,1170.0,195.0,770.0,64.0,63.0,41.0,70.0,60.0,62.0,37.0,56.0,24.0,15.0,32.0,27.0,11.0,0.0,60.0,58.0,56.0,73.0,37.0,36.0,58.0,53.0,60.0,54.0,37.0,41.0,52.0,66.0,34.0,34.0,10.0,7.0,7.0,4.0,40.0,24.0,18.0,17.0,16.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,123.0,400.0,39.0,33.0,33.0,22.0,11.0,0.0,11.0,0.0,13.0,8.0,11.0,0.0,11.0,0.0,16.0,18.0,50.0,54.0,38.0,32.0,22.0,21.0,30.0,35.0,18.0,16.0,49.0,54.0,31.0,30.0,13.0,8.0,13.0,7.0,40.0,24.0,20.0,18.0,11.0,0.0,16.0,10.0,16.0,10.0,11.0,0.0,264.0,1170.0,263.0,802.0,228.0,663.0,11.0,0.0,11.0,0.0,29.0,23.0,11.0,0.0,136.0,89.0,30.0,27.0,11.0,0.0,30.0,27.0,161.0,368.0,145.0,201.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,110.0,70.0,134.0,97.0,134.0,97.0,11.0,0.0
170318223012,245.0,877.0,114.0,421.0,31.0,26.0,15.0,13.0,36.0,33.0,30.0,29.0,20.0,21.0,11.0,0.0,11.0,0.0,34.0,29.0,23.0,21.0,50.0,52.0,9.0,6.0,26.0,30.0,34.0,48.0,51.0,61.0,11.0,0.0,21.0,19.0,11.0,0.0,11.0,0.0,23.0,25.0,13.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,156.0,456.0,22.0,20.0,54.0,66.0,11.0,0.0,31.0,32.0,28.0,18.0,11.0,0.0,50.0,51.0,12.0,16.0,18.0,16.0,46.0,36.0,29.0,28.0,49.0,57.0,21.0,13.0,29.0,26.0,11.0,7.0,14.0,8.0,9.0,6.0,11.0,0.0,13.0,9.0,23.0,19.0,11.0,0.0,21.0,19.0,15.0,9.0,245.0,877.0,249.0,698.0,249.0,698.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,157.0,179.0,157.0,169.0,11.0,0.0,15.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318234002,335.0,983.0,163.0,456.0,22.0,14.0,29.0,19.0,45.0,44.0,11.0,0.0,24.0,21.0,11.0,0.0,11.0,0.0,35.0,20.0,28.0,22.0,22.0,18.0,57.0,57.0,38.0,41.0,18.0,11.0,11.0,0.0,73.0,63.0,23.0,21.0,68.0,64.0,16.0,10.0,11.0,0.0,11.0,0.0,18.0,21.0,11.0,0.0,15.0,10.0,290.0,527.0,16.0,10.0,196.0,131.0,11.0,0.0,21.0,13.0,11.0,0.0,11.0,0.0,11.0,0.0,52.0,33.0,104.0,97.0,46.0,49.0,29.0,25.0,13.0,8.0,25.0,23.0,25.0,25.0,32.0,27.0,11.0,0.0,28.0,17.0,23.0,20.0,18.0,11.0,21.0,18.0,15.0,10.0,11.0,0.0,17.0,10.0,335.0,983.0,313.0,776.0,134.0,348.0,107.0,191.0,11.0,0.0,17.0,11.0,11.0,0.0,11.0,0.0,297.0,226.0,11.0,0.0,297.0,226.0,133.0,207.0,118.0,129.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,51.0,40.0,39.0,38.0,11.0,0.0,39.0,38.0
170318234003,333.0,754.0,196.0,381.0,54.0,48.0,102.0,75.0,16.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,61.0,55.0,11.0,0.0,11.0,0.0,16.0,11.0,26.0,24.0,27.0,28.0,29.0,19.0,56.0,43.0,51.0,41.0,16.0,11.0,9.0,5.0,11.0,0.0,11.0,0.0,14.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,154.0,373.0,18.0,12.0,17.0,10.0,30.0,26.0,45.0,40.0,11.0,0.0,57.0,52.0,11.0,0.0,10.0,6.0,21.0,18.0,17.0,10.0,42.0,57.0,53.0,50.0,52.0,43.0,24.0,14.0,14.0,9.0,11.0,0.0,9.0,5.0,11.0,0.0,14.0,10.0,11.0,0.0,18.0,11.0,11.0,0.0,11.0,0.0,333.0,754.0,349.0,537.0,215.0,305.0,258.0,232.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,162.0,217.0,145.0,150.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,73.0,67.0,11.0,0.0,11.0,0.0,11.0,0.0
170318234004,401.0,1824.0,249.0,916.0,42.0,26.0,67.0,47.0,48.0,55.0,11.0,0.0,11.0,0.0,77.0,95.0,44.0,25.0,45.0,40.0,63.0,76.0,88.0,114.0,32.0,37.0,74.0,82.0,33.0,22.0,51.0,74.0,39.0,55.0,33.0,22.0,62.0,79.0,17.0,10.0,27.0,29.0,11.0,0.0,15.0,9.0,15.0,9.0,16.0,10.0,208.0,908.0,82.0,79.0,8.0,3.0,90.0,101.0,11.0,0.0,61.0,40.0,25.0,21.0,11.0,0.0,17.0,12.0,56.0,47.0,56.0,75.0,93.0,97.0,24.0,22.0,64.0,66.0,52.0,61.0,44.0,76.0,25.0,23.0,15.0,10.0,50.0,61.0,22.0,20.0,16.0,10.0,28.0,39.0,21.0,13.0,47.0,32.0,401.0,1824.0,264.0,992.0,203.0,493.0,225.0,420.0,11.0,0.0,11.0,7.0,11.0,0.0,11.0,0.0,90.0,72.0,11.0,0.0,90.0,72.0,334.0,832.0,228.0,377.0,15.0,6.0,17.0,12.0,11.0,0.0,11.0,0.0,295.0,421.0,24.0,16.0,11.0,0.0,24.0,16.0
170318235002,357.0,1383.0,197.0,627.0,33.0,18.0,52.0,47.0,59.0,64.0,64.0,61.0,28.0,18.0,11.0,0.0,31.0,21.0,11.0,0.0,58.0,59.0,75.0,65.0,69.0,91.0,11.0,0.0,77.0,71.0,48.0,40.0,27.0,23.0,9.0,5.0,11.0,0.0,51.0,34.0,16.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,267.0,756.0,75.0,92.0,63.0,66.0,55.0,52.0,35.0,23.0,44.0,31.0,16.0,10.0,11.0,0.0,29.0,27.0,31.0,30.0,44.0,62.0,49.0,41.0,60.0,84.0,39.0,35.0,69.0,73.0,9.0,6.0,16.0,10.0,18.0,12.0,11.0,0.0,11.0,0.0,26.0,17.0,18.0,12.0,72.0,73.0,11.0,0.0,357.0,1383.0,336.0,661.0,325.0,518.0,119.0,143.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,299.0,722.0,311.0,483.0,11.0,0.0,84.0,81.0,11.0,0.0,11.0,0.0,171.0,158.0,11.0,0.0,11.0,0.0,11.0,0.0
170318235004,157.0,463.0,91.0,250.0,22.0,14.0,20.0,13.0,20.0,13.0,11.0,0.0,11.0,0.0,21.0,14.0,11.0,0.0,38.0,34.0,21.0,13.0,11.0,0.0,27.0,23.0,19.0,12.0,11.0,0.0,16.0,10.0,25.0,22.0,47.0,46.0,18.0,15.0,11.0,0.0,17.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,15.0,10.0,94.0,213.0,31.0,28.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,26.0,24.0,19.0,10.0,19.0,12.0,19.0,12.0,25.0,16.0,22.0,21.0,16.0,13.0,21.0,18.0,26.0,21.0,11.0,0.0,21.0,18.0,15.0,10.0,11.0,0.0,15.0,10.0,11.0,0.0,157.0,463.0,134.0,387.0,121.0,314.0,67.0,73.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,86.0,76.0,16.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,85.0,66.0,11.0,0.0,11.0,0.0,11.0,0.0
170318241071,279.0,829.0,169.0,416.0,11.0,0.0,34.0,22.0,12.0,8.0,11.0,0.0,35.0,27.0,11.0,0.0,11.0,0.0,11.0,0.0,84.0,67.0,48.0,38.0,32.0,20.0,11.0,0.0,58.0,59.0,11.0,0.0,33.0,36.0,28.0,15.0,33.0,21.0,45.0,40.0,11.0,0.0,36.0,33.0,24.0,15.0,25.0,15.0,11.0,0.0,159.0,413.0,11.0,0.0,34.0,21.0,34.0,22.0,40.0,37.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,34.0,19.0,11.0,0.0,49.0,42.0,11.0,0.0,28.0,23.0,49.0,36.0,59.0,96.0,11.0,0.0,33.0,21.0,11.0,0.0,11.0,0.0,41.0,48.0,24.0,15.0,25.0,15.0,31.0,18.0,279.0,829.0,280.0,754.0,245.0,675.0,133.0,79.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,102.0,75.0,33.0,21.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,109.0,54.0,11.0,0.0,11.0,0.0,11.0,0.0
170318241072,263.0,1180.0,168.0,629.0,42.0,36.0,11.0,0.0,72.0,71.0,58.0,38.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,10.0,44.0,36.0,97.0,84.0,43.0,36.0,50.0,54.0,43.0,67.0,29.0,18.0,26.0,22.0,11.0,0.0,16.0,9.0,43.0,45.0,25.0,15.0,42.0,38.0,42.0,38.0,19.0,12.0,11.0,0.0,151.0,551.0,11.0,0.0,47.0,41.0,26.0,16.0,33.0,34.0,28.0,17.0,11.0,0.0,11.0,0.0,33.0,19.0,14.0,8.0,11.0,0.0,59.0,58.0,50.0,58.0,56.0,71.0,27.0,17.0,49.0,50.0,16.0,10.0,22.0,14.0,24.0,15.0,67.0,54.0,34.0,31.0,42.0,38.0,11.0,0.0,11.0,0.0,263.0,1180.0,265.0,1015.0,265.0,1000.0,24.0,15.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,112.0,165.0,113.0,155.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,10.0,16.0,10.0,11.0,0.0
170318241231,282.0,1003.0,133.0,446.0,11.0,0.0,50.0,40.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,33.0,20.0,37.0,31.0,53.0,55.0,28.0,16.0,56.0,57.0,27.0,17.0,11.0,0.0,72.0,60.0,32.0,29.0,23.0,15.0,23.0,16.0,11.0,0.0,54.0,58.0,11.0,0.0,26.0,16.0,27.0,16.0,191.0,557.0,64.0,38.0,84.0,81.0,11.0,0.0,48.0,43.0,30.0,20.0,11.0,0.0,11.0,0.0,43.0,35.0,19.0,10.0,53.0,57.0,11.0,0.0,42.0,46.0,19.0,11.0,71.0,60.0,23.0,14.0,26.0,16.0,23.0,14.0,23.0,15.0,26.0,16.0,43.0,37.0,11.0,0.0,18.0,11.0,37.0,33.0,282.0,1003.0,278.0,850.0,257.0,801.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,76.0,49.0,11.0,0.0,76.0,49.0,126.0,153.0,65.0,67.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,12.0,113.0,74.0,113.0,74.0,11.0,0.0
